age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49.0,management,married,tertiary,no,87.0,no,no,cellular,29,jan,165.0,1.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,3228.0,no,no,cellular,19,aug,58.0,2.0,-1.0,0.0,unknown,no
40.0,management,single,tertiary,no,1361.0,no,no,cellular,29,jan,,1.0,-1.0,0.0,unknown,yes
19.0,student,single,unknown,no,0.0,no,no,cellular,11,feb,123.0,3.0,-1.0,0.0,unknown,no
30.0,student,single,tertiary,no,34.0,yes,no,unknown,6,may,289.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,318.0,no,yes,cellular,25,jul,239.0,5.0,-1.0,0.0,unknown,no
60.0,retired,married,secondary,no,197.0,no,no,cellular,7,oct,,1.0,-1.0,0.0,unknown,no
28.0,student,single,tertiary,no,0.0,no,no,cellular,28,sep,294.0,2.0,,,other,yes
46.0,management,married,tertiary,no,273.0,yes,no,cellular,18,mar,,2.0,,,success,yes
49.0,blue-collar,divorced,primary,no,15.0,yes,no,unknown,27,may,550.0,,-1.0,0.0,unknown,no
59.0,management,divorced,tertiary,no,,yes,no,cellular,21,nov,75.0,1.0,-1.0,0.0,unknown,no
44.0,technician,single,secondary,no,-27.0,yes,yes,unknown,14,may,100.0,3.0,-1.0,0.0,unknown,no
33.0,technician,married,tertiary,no,75.0,no,no,cellular,21,jul,204.0,4.0,-1.0,0.0,unknown,no
54.0,retired,married,secondary,no,1139.0,yes,no,cellular,14,may,155.0,1.0,,,failure,no
26.0,blue-collar,married,secondary,no,115.0,yes,no,unknown,4,jul,46.0,3.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,secondary,no,0.0,no,no,telephone,16,apr,,1.0,,,failure,no
48.0,housemaid,married,primary,no,,no,no,cellular,21,nov,609.0,2.0,-1.0,0.0,unknown,yes
30.0,services,single,tertiary,no,-477.0,no,yes,cellular,21,aug,,2.0,-1.0,0.0,unknown,yes
29.0,management,single,tertiary,no,1026.0,no,no,cellular,12,nov,226.0,1.0,,,other,yes
51.0,entrepreneur,married,tertiary,no,,yes,no,cellular,5,may,168.0,1.0,-1.0,0.0,unknown,no
53.0,unemployed,married,primary,no,980.0,yes,no,cellular,3,dec,352.0,1.0,-1.0,0.0,unknown,yes
43.0,blue-collar,married,secondary,no,-179.0,yes,no,cellular,30,jul,335.0,6.0,-1.0,0.0,unknown,no
34.0,admin.,married,tertiary,no,2552.0,yes,yes,cellular,25,sep,74.0,1.0,-1.0,0.0,unknown,no
40.0,entrepreneur,married,tertiary,no,1729.0,yes,no,cellular,12,may,85.0,1.0,-1.0,0.0,unknown,no
43.0,technician,married,secondary,no,434.0,yes,no,unknown,5,may,117.0,1.0,-1.0,0.0,unknown,no
33.0,admin.,single,secondary,no,-300.0,yes,yes,cellular,25,jul,184.0,1.0,-1.0,0.0,unknown,no
66.0,retired,married,secondary,no,,no,no,cellular,13,aug,72.0,3.0,-1.0,0.0,unknown,no
44.0,technician,divorced,secondary,no,-329.0,yes,no,unknown,7,may,171.0,1.0,-1.0,0.0,unknown,no
33.0,services,married,secondary,no,0.0,yes,no,telephone,22,jul,44.0,,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,391.0,no,no,cellular,13,aug,336.0,2.0,-1.0,0.0,unknown,no
71.0,retired,married,primary,no,,no,no,cellular,16,feb,93.0,5.0,-1.0,0.0,unknown,yes
22.0,student,single,primary,no,3472.0,no,no,cellular,20,oct,332.0,1.0,,,failure,yes
46.0,unemployed,single,tertiary,no,705.0,no,no,cellular,4,feb,398.0,1.0,-1.0,0.0,unknown,no
32.0,services,married,secondary,no,255.0,yes,yes,unknown,21,may,86.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,,no,yes,cellular,9,feb,45.0,2.0,-1.0,0.0,unknown,no
32.0,management,married,secondary,no,350.0,yes,no,unknown,28,may,110.0,2.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,474.0,yes,yes,telephone,9,feb,152.0,3.0,,,failure,no
27.0,technician,single,secondary,no,489.0,yes,no,cellular,30,jul,356.0,4.0,-1.0,0.0,unknown,yes
46.0,entrepreneur,married,secondary,no,757.0,no,no,unknown,16,jun,382.0,3.0,-1.0,0.0,unknown,no
37.0,management,single,tertiary,no,695.0,no,no,cellular,28,jan,233.0,1.0,-1.0,0.0,unknown,no
30.0,unemployed,single,secondary,yes,-770.0,yes,no,unknown,28,may,87.0,1.0,-1.0,0.0,unknown,no
44.0,self-employed,divorced,secondary,no,80.0,yes,yes,unknown,14,may,387.0,2.0,-1.0,0.0,unknown,no
45.0,technician,married,secondary,no,315.0,yes,no,cellular,30,jun,103.0,1.0,-1.0,0.0,unknown,no
27.0,student,single,secondary,no,213.0,no,no,cellular,27,mar,378.0,1.0,-1.0,0.0,unknown,yes
57.0,housemaid,married,primary,no,0.0,no,no,unknown,9,jun,257.0,2.0,-1.0,0.0,unknown,no
66.0,management,married,tertiary,no,2169.0,no,no,cellular,7,jul,282.0,1.0,-1.0,0.0,unknown,no
40.0,admin.,divorced,secondary,no,212.0,no,no,unknown,7,jan,176.0,1.0,-1.0,0.0,unknown,no
48.0,blue-collar,married,secondary,no,333.0,yes,no,cellular,14,may,24.0,6.0,-1.0,0.0,unknown,no
33.0,blue-collar,single,secondary,no,,yes,no,cellular,20,nov,,3.0,-1.0,0.0,unknown,no
42.0,services,divorced,secondary,no,257.0,yes,no,cellular,12,may,,2.0,-1.0,0.0,unknown,yes
47.0,unemployed,married,secondary,no,3188.0,yes,no,cellular,3,feb,426.0,3.0,-1.0,0.0,unknown,no
27.0,technician,single,tertiary,no,3083.0,yes,no,unknown,29,may,244.0,2.0,-1.0,0.0,unknown,no
,retired,married,tertiary,no,226.0,no,no,telephone,6,nov,136.0,1.0,-1.0,0.0,unknown,no
50.0,services,married,primary,no,1260.0,no,no,cellular,18,nov,172.0,1.0,-1.0,0.0,unknown,no
46.0,entrepreneur,single,tertiary,no,1410.0,yes,no,cellular,19,nov,93.0,1.0,,,failure,no
41.0,admin.,divorced,secondary,no,,yes,yes,telephone,15,mar,300.0,6.0,,,success,yes
36.0,admin.,single,tertiary,no,980.0,no,no,cellular,11,nov,118.0,4.0,,,failure,no
49.0,retired,married,primary,no,-37.0,no,no,unknown,4,jul,191.0,2.0,-1.0,0.0,unknown,no
46.0,management,divorced,tertiary,no,-154.0,yes,yes,unknown,27,may,107.0,2.0,-1.0,0.0,unknown,no
,retired,married,primary,no,680.0,no,no,telephone,24,feb,513.0,2.0,,,failure,no
30.0,technician,single,tertiary,no,799.0,yes,yes,unknown,6,jun,91.0,,-1.0,0.0,unknown,no
43.0,management,single,secondary,yes,-1164.0,yes,yes,cellular,18,jul,76.0,4.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,secondary,no,2523.0,yes,no,unknown,29,may,,2.0,-1.0,0.0,unknown,no
40.0,blue-collar,married,primary,no,98.0,yes,no,unknown,2,jun,193.0,5.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,primary,no,3419.0,yes,no,unknown,20,jun,324.0,5.0,-1.0,0.0,unknown,no
25.0,unemployed,single,tertiary,no,343.0,no,no,cellular,1,jun,377.0,1.0,-1.0,0.0,unknown,yes
49.0,management,married,tertiary,no,852.0,yes,no,cellular,20,nov,408.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,50.0,yes,no,cellular,7,may,246.0,2.0,-1.0,0.0,unknown,no
40.0,management,single,tertiary,no,0.0,no,no,cellular,26,aug,58.0,,-1.0,0.0,unknown,no
44.0,blue-collar,married,primary,no,10.0,yes,no,cellular,17,jul,196.0,1.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,950.0,yes,yes,cellular,20,apr,219.0,4.0,-1.0,0.0,unknown,no
52.0,management,married,tertiary,no,0.0,yes,no,cellular,9,jul,197.0,1.0,-1.0,0.0,unknown,no
35.0,management,married,tertiary,no,175.0,yes,no,cellular,7,aug,257.0,2.0,-1.0,0.0,unknown,no
35.0,technician,married,secondary,no,-259.0,yes,no,cellular,29,jan,381.0,1.0,,,failure,no
32.0,management,married,secondary,no,,yes,yes,unknown,21,may,486.0,2.0,-1.0,0.0,unknown,no
42.0,technician,married,secondary,no,-1310.0,yes,yes,unknown,28,may,162.0,1.0,-1.0,0.0,unknown,no
59.0,blue-collar,married,unknown,no,139.0,no,no,unknown,5,jun,153.0,1.0,-1.0,0.0,unknown,no
44.0,technician,single,secondary,no,,no,no,cellular,8,aug,,2.0,-1.0,0.0,unknown,yes
50.0,admin.,divorced,secondary,no,1111.0,yes,no,cellular,17,apr,50.0,1.0,-1.0,0.0,unknown,no
27.0,blue-collar,single,secondary,no,113.0,no,no,cellular,22,jul,39.0,,-1.0,0.0,unknown,no
55.0,management,divorced,tertiary,no,-612.0,no,no,cellular,26,aug,131.0,2.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,unknown,no,310.0,yes,no,telephone,28,jan,526.0,4.0,,,other,no
31.0,unemployed,single,secondary,no,-186.0,yes,no,unknown,26,may,172.0,3.0,-1.0,0.0,unknown,no
56.0,admin.,married,unknown,no,2038.0,no,no,cellular,8,feb,405.0,1.0,,,success,no
51.0,self-employed,married,tertiary,no,833.0,no,no,cellular,31,jul,77.0,3.0,-1.0,0.0,unknown,no
61.0,blue-collar,married,primary,no,625.0,yes,no,unknown,19,may,158.0,2.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,105.0,yes,no,cellular,7,may,146.0,2.0,,,failure,no
56.0,blue-collar,married,primary,no,551.0,no,no,unknown,29,may,27.0,1.0,-1.0,0.0,unknown,no
29.0,student,single,unknown,no,145.0,no,no,cellular,14,aug,105.0,1.0,-1.0,0.0,unknown,no
34.0,management,single,tertiary,no,618.0,yes,no,unknown,3,jun,119.0,4.0,-1.0,0.0,unknown,no
35.0,services,single,secondary,no,1063.0,yes,yes,cellular,16,apr,327.0,1.0,-1.0,0.0,unknown,no
56.0,admin.,divorced,secondary,no,985.0,no,yes,cellular,18,aug,150.0,2.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,secondary,no,2926.0,yes,yes,cellular,19,nov,482.0,3.0,,,failure,no
31.0,admin.,single,secondary,no,-449.0,yes,no,unknown,28,may,81.0,2.0,-1.0,0.0,unknown,no
37.0,entrepreneur,divorced,tertiary,no,66.0,no,no,cellular,18,nov,,2.0,-1.0,0.0,unknown,yes
43.0,admin.,married,secondary,no,0.0,yes,no,cellular,17,jul,,3.0,-1.0,0.0,unknown,no
40.0,management,married,unknown,no,419.0,yes,no,cellular,10,jul,347.0,1.0,-1.0,0.0,unknown,no
44.0,management,married,primary,no,,yes,no,cellular,22,jul,,6.0,-1.0,0.0,unknown,yes
38.0,admin.,single,secondary,no,-23.0,no,no,cellular,20,nov,48.0,2.0,-1.0,0.0,unknown,no
58.0,management,divorced,tertiary,no,1573.0,yes,yes,cellular,17,nov,279.0,1.0,-1.0,0.0,unknown,no
24.0,blue-collar,single,secondary,no,77.0,yes,no,unknown,16,may,236.0,2.0,-1.0,0.0,unknown,no
53.0,services,married,secondary,no,1378.0,yes,no,cellular,18,jul,91.0,2.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,-73.0,yes,yes,cellular,18,may,15.0,,-1.0,0.0,unknown,no
28.0,blue-collar,married,primary,no,60.0,yes,no,cellular,6,may,161.0,1.0,,,failure,no
45.0,blue-collar,married,primary,no,137.0,yes,yes,unknown,16,may,187.0,,-1.0,0.0,unknown,no
32.0,admin.,single,tertiary,no,1583.0,yes,no,cellular,19,nov,100.0,1.0,,,failure,no
46.0,admin.,married,secondary,no,-121.0,yes,yes,cellular,8,jul,214.0,4.0,-1.0,0.0,unknown,no
28.0,blue-collar,single,secondary,no,1065.0,yes,yes,cellular,17,apr,406.0,1.0,,,failure,no
51.0,unemployed,married,secondary,no,-13.0,yes,no,cellular,13,may,361.0,1.0,,,failure,no
51.0,blue-collar,married,primary,no,1869.0,no,no,unknown,17,jun,30.0,3.0,-1.0,0.0,unknown,no
30.0,technician,single,secondary,no,,yes,no,unknown,4,jun,99.0,2.0,-1.0,0.0,unknown,no
39.0,technician,married,secondary,yes,-183.0,yes,no,unknown,14,may,202.0,2.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,primary,no,702.0,yes,no,unknown,26,jun,318.0,2.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,1494.0,no,no,cellular,13,aug,275.0,,-1.0,0.0,unknown,no
31.0,blue-collar,married,primary,no,0.0,yes,yes,unknown,12,may,59.0,4.0,-1.0,0.0,unknown,no
38.0,management,married,tertiary,no,46.0,no,no,cellular,29,aug,70.0,4.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,609.0,yes,no,cellular,14,apr,,1.0,,,failure,no
,retired,divorced,secondary,no,,no,no,cellular,19,oct,343.0,3.0,-1.0,0.0,unknown,yes
40.0,management,single,tertiary,no,0.0,yes,no,cellular,23,feb,228.0,2.0,,,failure,yes
43.0,technician,married,secondary,no,,yes,no,cellular,11,aug,209.0,2.0,-1.0,0.0,unknown,no
34.0,technician,single,tertiary,no,925.0,yes,no,cellular,13,apr,,1.0,-1.0,0.0,unknown,yes
54.0,management,divorced,tertiary,no,,no,no,cellular,11,mar,275.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,42.0,yes,no,cellular,12,may,51.0,2.0,,,failure,no
33.0,blue-collar,married,secondary,no,285.0,no,yes,unknown,3,jul,267.0,1.0,-1.0,0.0,unknown,no
41.0,technician,married,tertiary,no,0.0,no,no,unknown,20,jun,95.0,1.0,-1.0,0.0,unknown,no
33.0,management,single,tertiary,no,3170.0,no,no,cellular,28,oct,246.0,2.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,8.0,no,yes,cellular,7,jul,46.0,1.0,-1.0,0.0,unknown,no
42.0,self-employed,divorced,tertiary,no,216.0,yes,no,cellular,8,may,144.0,3.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,2975.0,no,no,cellular,8,aug,249.0,2.0,-1.0,0.0,unknown,no
25.0,admin.,married,secondary,no,894.0,yes,no,unknown,28,may,328.0,1.0,-1.0,0.0,unknown,no
38.0,blue-collar,single,primary,no,490.0,yes,yes,unknown,25,aug,17.0,1.0,-1.0,0.0,unknown,no
45.0,entrepreneur,married,secondary,no,245.0,yes,no,unknown,14,may,126.0,3.0,-1.0,0.0,unknown,no
59.0,management,divorced,tertiary,no,0.0,yes,no,cellular,31,jul,52.0,,-1.0,0.0,unknown,no
47.0,management,married,unknown,no,150.0,no,no,unknown,9,jun,52.0,1.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,4.0,yes,no,cellular,16,jul,285.0,5.0,-1.0,0.0,unknown,no
59.0,management,married,primary,no,1727.0,no,no,telephone,25,may,500.0,4.0,,,failure,yes
41.0,blue-collar,divorced,primary,no,664.0,no,yes,cellular,15,jul,,5.0,-1.0,0.0,unknown,yes
42.0,technician,married,secondary,no,473.0,yes,no,cellular,7,jul,216.0,5.0,-1.0,0.0,unknown,no
51.0,technician,divorced,tertiary,no,0.0,no,no,cellular,28,aug,84.0,,-1.0,0.0,unknown,no
45.0,management,married,tertiary,no,-192.0,yes,no,cellular,6,may,138.0,3.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,1942.0,yes,yes,cellular,21,nov,436.0,2.0,,,other,yes
33.0,blue-collar,single,secondary,no,,yes,no,cellular,6,may,123.0,1.0,-1.0,0.0,unknown,no
43.0,management,married,tertiary,no,,no,no,cellular,18,aug,36.0,4.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,1053.0,no,no,unknown,16,jun,405.0,3.0,-1.0,0.0,unknown,no
73.0,retired,married,primary,no,154.0,no,no,cellular,15,oct,103.0,1.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,secondary,no,625.0,yes,no,unknown,30,sep,175.0,1.0,-1.0,0.0,unknown,no
52.0,unemployed,married,primary,no,255.0,no,yes,cellular,10,jul,374.0,3.0,-1.0,0.0,unknown,no
44.0,management,married,tertiary,no,529.0,yes,no,unknown,4,jun,129.0,4.0,-1.0,0.0,unknown,no
56.0,management,married,tertiary,no,318.0,no,yes,telephone,9,jul,246.0,3.0,-1.0,0.0,unknown,no
21.0,services,single,secondary,no,1903.0,yes,no,unknown,29,may,107.0,2.0,-1.0,0.0,unknown,no
43.0,unknown,married,tertiary,no,1937.0,no,no,unknown,19,jun,385.0,1.0,-1.0,0.0,unknown,no
54.0,management,married,primary,no,,no,yes,cellular,20,nov,104.0,3.0,-1.0,0.0,unknown,no
59.0,technician,married,primary,no,,no,no,cellular,14,jan,309.0,1.0,,,success,yes
52.0,blue-collar,married,primary,no,230.0,yes,no,cellular,6,may,198.0,2.0,,,failure,no
31.0,admin.,single,secondary,no,747.0,yes,no,unknown,26,may,543.0,2.0,-1.0,0.0,unknown,yes
53.0,admin.,married,secondary,no,263.0,no,yes,cellular,18,jul,143.0,,-1.0,0.0,unknown,no
24.0,technician,single,secondary,no,-46.0,yes,no,unknown,19,may,23.0,1.0,-1.0,0.0,unknown,no
57.0,retired,married,secondary,no,0.0,no,yes,unknown,30,jun,104.0,2.0,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,568.0,yes,no,cellular,2,sep,378.0,2.0,,,success,yes
57.0,technician,married,secondary,no,1469.0,yes,no,cellular,17,nov,364.0,1.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,18.0,no,yes,cellular,25,jul,363.0,6.0,-1.0,0.0,unknown,no
50.0,management,divorced,tertiary,no,201.0,yes,no,cellular,24,jul,248.0,1.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,1412.0,yes,yes,unknown,27,may,157.0,2.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,primary,no,-93.0,yes,no,unknown,26,may,402.0,2.0,-1.0,0.0,unknown,no
31.0,services,married,secondary,no,-331.0,yes,no,unknown,23,may,203.0,5.0,-1.0,0.0,unknown,no
29.0,blue-collar,married,unknown,no,486.0,yes,no,cellular,6,may,422.0,1.0,,,failure,no
39.0,blue-collar,married,primary,no,694.0,yes,no,cellular,21,nov,44.0,1.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,2806.0,yes,no,unknown,30,may,358.0,4.0,-1.0,0.0,unknown,no
38.0,unemployed,single,tertiary,no,0.0,no,no,cellular,6,feb,39.0,2.0,-1.0,0.0,unknown,no
56.0,management,divorced,tertiary,no,2959.0,yes,no,telephone,18,may,325.0,1.0,-1.0,0.0,unknown,no
41.0,housemaid,divorced,primary,no,22.0,yes,no,cellular,18,nov,238.0,3.0,,,other,no
47.0,technician,married,secondary,no,1167.0,yes,no,cellular,30,apr,,1.0,,,failure,yes
38.0,management,single,tertiary,no,35.0,yes,no,cellular,17,apr,156.0,1.0,,,failure,no
,retired,married,secondary,no,,no,no,telephone,6,apr,,1.0,,,success,no
37.0,services,married,secondary,no,,yes,no,cellular,20,nov,187.0,2.0,-1.0,0.0,unknown,no
44.0,management,single,tertiary,no,-1313.0,yes,yes,cellular,15,may,104.0,,-1.0,0.0,unknown,no
33.0,blue-collar,single,secondary,no,697.0,no,no,cellular,6,feb,,2.0,-1.0,0.0,unknown,yes
53.0,technician,married,secondary,no,230.0,no,yes,cellular,13,aug,112.0,2.0,-1.0,0.0,unknown,no
69.0,retired,married,tertiary,no,473.0,no,no,cellular,7,jul,112.0,1.0,,,failure,no
46.0,technician,married,secondary,no,1427.0,yes,no,unknown,14,may,32.0,3.0,-1.0,0.0,unknown,no
30.0,management,single,tertiary,no,201.0,yes,no,cellular,17,mar,325.0,2.0,-1.0,0.0,unknown,yes
31.0,self-employed,single,secondary,no,1086.0,no,no,cellular,20,nov,410.0,1.0,-1.0,0.0,unknown,no
38.0,management,divorced,tertiary,no,,yes,no,cellular,20,nov,640.0,1.0,-1.0,0.0,unknown,no
34.0,services,divorced,secondary,no,44.0,no,no,unknown,9,jun,118.0,1.0,-1.0,0.0,unknown,no
48.0,unknown,married,unknown,no,286.0,no,no,cellular,30,jul,166.0,2.0,-1.0,0.0,unknown,no
46.0,blue-collar,divorced,primary,no,216.0,no,no,cellular,2,feb,173.0,1.0,-1.0,0.0,unknown,no
42.0,admin.,married,secondary,no,214.0,yes,no,unknown,28,may,21.0,,-1.0,0.0,unknown,no
41.0,blue-collar,married,secondary,no,343.0,yes,no,unknown,14,may,89.0,,-1.0,0.0,unknown,no
33.0,blue-collar,married,secondary,no,-77.0,yes,no,cellular,28,jul,151.0,3.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,1046.0,no,no,unknown,19,jun,112.0,4.0,-1.0,0.0,unknown,no
27.0,student,single,secondary,no,1566.0,no,no,cellular,30,jan,164.0,5.0,-1.0,0.0,unknown,no
26.0,management,single,tertiary,no,592.0,no,no,telephone,29,jan,145.0,2.0,,,other,no
38.0,management,single,tertiary,no,104.0,yes,no,cellular,6,may,606.0,3.0,-1.0,0.0,unknown,yes
48.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,26,may,105.0,1.0,-1.0,0.0,unknown,no
54.0,services,married,secondary,no,-22.0,no,yes,cellular,9,jul,85.0,1.0,-1.0,0.0,unknown,no
51.0,services,married,secondary,no,0.0,no,no,cellular,18,jul,439.0,3.0,-1.0,0.0,unknown,no
47.0,technician,married,secondary,no,72.0,no,no,unknown,29,may,278.0,1.0,-1.0,0.0,unknown,no
53.0,technician,married,secondary,no,100.0,no,no,cellular,13,aug,205.0,4.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,primary,no,319.0,yes,no,cellular,16,jul,221.0,1.0,-1.0,0.0,unknown,no
58.0,management,married,tertiary,no,,yes,no,telephone,18,nov,52.0,3.0,,,other,no
52.0,management,divorced,tertiary,no,50.0,yes,no,unknown,12,jun,84.0,3.0,-1.0,0.0,unknown,no
57.0,retired,married,secondary,yes,32.0,yes,no,cellular,15,may,476.0,3.0,-1.0,0.0,unknown,no
52.0,management,married,tertiary,no,,no,no,cellular,20,nov,371.0,1.0,-1.0,0.0,unknown,no
35.0,management,single,tertiary,no,633.0,yes,no,cellular,17,apr,128.0,3.0,-1.0,0.0,unknown,no
48.0,technician,married,secondary,no,,yes,no,unknown,13,may,220.0,2.0,-1.0,0.0,unknown,no
46.0,entrepreneur,married,tertiary,no,2262.0,no,no,telephone,14,jul,44.0,,-1.0,0.0,unknown,no
39.0,services,married,secondary,no,1970.0,yes,no,unknown,8,jun,30.0,1.0,,,success,no
38.0,self-employed,divorced,tertiary,no,1513.0,no,no,cellular,7,may,330.0,1.0,,,failure,no
34.0,entrepreneur,married,secondary,no,,yes,no,unknown,30,aug,28.0,1.0,-1.0,0.0,unknown,no
47.0,entrepreneur,married,primary,no,668.0,no,no,cellular,12,may,,1.0,-1.0,0.0,unknown,no
35.0,management,divorced,tertiary,no,649.0,no,no,cellular,16,apr,177.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,divorced,primary,no,452.0,yes,no,unknown,9,may,113.0,4.0,-1.0,0.0,unknown,no
27.0,admin.,single,secondary,no,-145.0,yes,no,telephone,15,may,289.0,,-1.0,0.0,unknown,no
31.0,blue-collar,married,secondary,no,-498.0,yes,no,cellular,21,jul,357.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,0.0,no,no,cellular,28,aug,38.0,,-1.0,0.0,unknown,no
46.0,admin.,married,secondary,no,22.0,yes,no,cellular,7,aug,414.0,4.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,2304.0,yes,no,cellular,20,nov,257.0,2.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,1412.0,yes,no,unknown,19,aug,480.0,1.0,-1.0,0.0,unknown,yes
42.0,housemaid,married,primary,no,145.0,no,no,cellular,20,aug,252.0,2.0,-1.0,0.0,unknown,no
33.0,management,single,primary,no,,yes,no,unknown,20,may,151.0,1.0,-1.0,0.0,unknown,no
40.0,housemaid,married,primary,no,1832.0,no,no,cellular,6,feb,213.0,4.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,primary,no,,no,yes,cellular,27,aug,119.0,,-1.0,0.0,unknown,no
31.0,unemployed,married,tertiary,no,591.0,no,no,cellular,21,nov,161.0,2.0,-1.0,0.0,unknown,no
62.0,retired,divorced,tertiary,no,0.0,no,no,cellular,13,nov,227.0,2.0,-1.0,0.0,unknown,yes
24.0,student,single,secondary,no,508.0,yes,no,telephone,18,may,12.0,3.0,,,other,no
48.0,unemployed,married,secondary,no,817.0,no,no,cellular,14,jan,517.0,1.0,,,success,yes
41.0,technician,divorced,secondary,no,348.0,yes,no,cellular,7,may,225.0,2.0,,,failure,no
43.0,management,married,tertiary,no,291.0,yes,no,unknown,9,may,150.0,2.0,-1.0,0.0,unknown,no
52.0,technician,married,secondary,no,3554.0,no,yes,cellular,8,jul,89.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,primary,no,781.0,yes,no,unknown,9,may,103.0,2.0,-1.0,0.0,unknown,no
32.0,technician,divorced,tertiary,no,267.0,no,no,cellular,26,may,128.0,1.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,primary,no,1327.0,yes,no,cellular,20,nov,277.0,1.0,-1.0,0.0,unknown,no
41.0,admin.,married,primary,no,-306.0,yes,no,unknown,15,may,500.0,1.0,-1.0,0.0,unknown,yes
31.0,blue-collar,single,primary,no,864.0,yes,no,telephone,14,may,113.0,2.0,-1.0,0.0,unknown,no
35.0,housemaid,married,tertiary,no,1265.0,yes,no,cellular,15,may,326.0,5.0,,,failure,yes
26.0,admin.,married,secondary,no,0.0,no,no,unknown,27,may,,1.0,-1.0,0.0,unknown,no
52.0,technician,married,tertiary,no,214.0,no,no,cellular,29,aug,161.0,3.0,-1.0,0.0,unknown,no
58.0,retired,married,secondary,no,425.0,yes,yes,cellular,17,nov,100.0,1.0,-1.0,0.0,unknown,no
57.0,housemaid,married,tertiary,no,3.0,no,no,cellular,4,aug,142.0,2.0,-1.0,0.0,unknown,no
34.0,management,married,tertiary,no,0.0,yes,no,unknown,8,may,214.0,2.0,-1.0,0.0,unknown,no
59.0,blue-collar,married,primary,no,0.0,no,no,cellular,18,nov,167.0,2.0,-1.0,0.0,unknown,no
27.0,technician,single,secondary,no,282.0,no,yes,cellular,9,jul,,5.0,-1.0,0.0,unknown,no
42.0,entrepreneur,married,tertiary,no,0.0,no,no,cellular,9,jul,236.0,1.0,-1.0,0.0,unknown,no
47.0,housemaid,single,tertiary,no,,no,no,unknown,12,jun,,6.0,-1.0,0.0,unknown,yes
33.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,28,jul,83.0,,-1.0,0.0,unknown,no
31.0,services,single,secondary,no,864.0,yes,no,cellular,6,may,100.0,1.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,,yes,no,cellular,2,feb,289.0,2.0,,,other,yes
29.0,blue-collar,married,secondary,no,-478.0,no,yes,cellular,8,jul,528.0,2.0,-1.0,0.0,unknown,no
38.0,unemployed,married,primary,no,-363.0,no,no,unknown,12,jun,340.0,2.0,-1.0,0.0,unknown,no
35.0,self-employed,married,secondary,no,,no,no,cellular,21,nov,33.0,3.0,-1.0,0.0,unknown,no
31.0,technician,single,secondary,no,1970.0,no,no,telephone,17,apr,284.0,3.0,-1.0,0.0,unknown,no
62.0,management,married,tertiary,no,1859.0,no,no,telephone,6,aug,245.0,3.0,-1.0,0.0,unknown,yes
32.0,technician,single,tertiary,no,1059.0,yes,no,cellular,17,apr,115.0,1.0,-1.0,0.0,unknown,no
31.0,services,married,secondary,no,388.0,yes,no,unknown,5,may,,2.0,-1.0,0.0,unknown,no
